nodenumber,    x-coordinate,    y-coordinate,velocity-magnitude
        89, 2.257777722E-01, 3.999999895E-02, 2.673763275E+00
        90, 2.256161606E-01, 4.000000014E-02, 2.655927420E+00
        91, 2.254545406E-01, 3.999999984E-02, 2.638091475E+00
        92, 2.252929355E-01, 3.999999954E-02, 2.620257288E+00
        93, 2.251313173E-01, 3.999999954E-02, 2.602421403E+00
        94, 2.249696990E-01, 3.999999955E-02, 2.584585458E+00
        95, 2.248080806E-01, 3.999999954E-02, 2.566749632E+00
        96, 2.246464624E-01, 3.999999954E-02, 2.548913777E+00
        97, 2.244848440E-01, 3.999999955E-02, 2.531077862E+00
        98, 2.243232258E-01, 3.999999953E-02, 2.513241976E+00
        99, 2.241616074E-01, 3.999999953E-02, 2.495406151E+00
       100, 2.240000024E-01, 3.999999923E-02, 2.477571845E+00
